Start,End,Open,High,Low,Close,Volume,Market Cap,TVL
11-08-2023,12-08-2023,66.9641,66.9641,65.3395,65.9525,128607245.9,958314811.6,2889435253
10-08-2023,11-08-2023,67.3022,69.0488,66.8022,67.0256,141533157.3,976190392.6,2781729962
09-08-2023,10-08-2023,66.3546,67.9084,65.8749,67.4406,137584647.2,966238600.9,2806623077
08-08-2023,09-08-2023,64.9758,66.8669,64.6616,66.1994,141752268.3,952561693.3,2832729978
07-08-2023,08-08-2023,66.061,66.977,63.3895,64.8849,149256791.4,945923789.4,2816843138
06-08-2023,07-08-2023,64.4217,66.0573,64.1478,65.8081,132846567.9,945577324.5,2829416506
05-08-2023,06-08-2023,63.9909,65.5126,63.15,64.4412,185854901.2,927515188.2,2854605814
04-08-2023,05-08-2023,63.1245,66.4662,62.7991,64.1639,198389756,927474928.9,2847274389
03-08-2023,04-08-2023,64.3999,64.9705,62.9679,62.9679,255868715.7,925707508.6,2885260020
02-08-2023,03-08-2023,65.591,66.8283,62.6458,64.5753,310853876.6,932846234.4,2943819900
01-08-2023,02-08-2023,65.0523,65.5007,61.573,65.3061,425903679.3,926837108.3,3068022469
31-07-2023,01-08-2023,70.6498,72.1146,64.217,65.3478,222786215.4,1005917555,3264522955
30-07-2023,31-07-2023,74.5027,74.9931,70.0219,70.7621,123822802,1068115735,3470723589
29-07-2023,30-07-2023,72.6995,74.8893,72.1677,74.5296,91469092.78,1055794069,3767165376
28-07-2023,29-07-2023,72.4493,73.7664,72.391,72.8415,121189712.3,1057611054,3772135495
27-07-2023,28-07-2023,71.8782,74.9949,71.6164,72.3673,165962049.6,1058443207,3738066935
26-07-2023,27-07-2023,70.1421,72.3302,69.2559,72.0174,110103558.2,1023726777,3742929437
25-07-2023,26-07-2023,70.6713,71.7756,69.9844,70.1436,117665148.3,1023792489,3721373736
24-07-2023,25-07-2023,72.4316,72.8995,69.4415,70.6245,114300866.1,1026354184,3702301332
23-07-2023,24-07-2023,72.0192,73.4685,71.7778,72.6684,98572188.65,1052959310,3790261161
22-07-2023,23-07-2023,74.6551,74.9503,71.603,71.9547,118888349.3,1064249834,3727184826
21-07-2023,22-07-2023,72.6133,75.4201,72.0377,74.5047,190900704.1,1072985200,3772889603
20-07-2023,21-07-2023,71.9746,75.232,71.8332,72.553,154874855.2,1058498073,3755891362
19-07-2023,20-07-2023,72.2192,73.6869,71.5466,72.0123,163591225.5,1049707222,3753950289
18-07-2023,19-07-2023,75.0623,75.7168,71.1035,72.274,203443887,1057856267,3809700407
17-07-2023,18-07-2023,76.6719,79.3124,73.9766,75.1674,203741286.2,1104460190,3909895528
16-07-2023,17-07-2023,78.8537,79.4991,76.5259,76.8577,221231379.9,1130510905,3994399798
15-07-2023,16-07-2023,80.9179,82.1858,78.3216,78.8845,401177250.1,1154490006,4039468342
14-07-2023,15-07-2023,79.1836,87.2274,78.4525,81.3775,421005116.9,1168087035,3956100288
13-07-2023,14-07-2023,76.0979,79.1478,74.752,79.1478,350630064.9,1108503260,4081860286
12-07-2023,13-07-2023,73.3457,76.9742,73.3457,75.7956,350391675.8,1090124071,3894075121
11-07-2023,12-07-2023,69.5077,74.2387,69.2113,73.4083,306383269.9,1043808235,3906954689
10-07-2023,11-07-2023,71.6921,71.728,69.0097,69.4564,268941771.3,1018230797,3888037764
09-07-2023,10-07-2023,73.4273,74.1757,71.6032,71.8552,244662782.7,1049336703,3876784682
